"","REF_AREA","Reference_area","TIME_PERIOD","OBS_VALUE_SAFETY","Measure_safety","MEASURE_SAFETY"
"1332","SVN","Slovenia",2013,64.8,"Motor vehicle theft","VEH_THEFT"
"1333","SVN","Slovenia",2014,69.4,"Motor vehicle theft","VEH_THEFT"
"1334","SVN","Slovenia",2015,48.1,"Motor vehicle theft","VEH_THEFT"
"1335","SVN","Slovenia",2010,8,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1336","SVN","Slovenia",2011,8.67,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1337","SVN","Slovenia",2012,8.02,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1338","SVN","Slovenia",2013,8.06,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1339","SVN","Slovenia",2014,6.69,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1340","SVN","Slovenia",2015,7.75,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1341","SVN","Slovenia",2016,7.6,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1342","SVN","Slovenia",2017,6.63,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1343","SVN","Slovenia",2018,5.64,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1344","SVN","Slovenia",2019,6,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1345","SVN","Slovenia",2020,5,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1346","SVN","Slovenia",2021,6,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1347","SVN","Slovenia",2022,5,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1348","SVN","Slovenia",2010,0.5,"Intentional homicides","HOMIC"
"1349","SVN","Slovenia",2011,0.8,"Intentional homicides","HOMIC"
"1350","SVN","Slovenia",2013,0.6,"Intentional homicides","HOMIC"
"1351","SVN","Slovenia",2014,0.8,"Intentional homicides","HOMIC"
"1352","SVN","Slovenia",2015,0.9,"Intentional homicides","HOMIC"
"1353","SVN","Slovenia",2017,0.9,"Intentional homicides","HOMIC"
"1354","SVN","Slovenia",2018,0.4,"Intentional homicides","HOMIC"
"1355","SVN","Slovenia",2019,0.7,"Intentional homicides","HOMIC"
"1356","SVN","Slovenia",2021,0.4,"Intentional homicides","HOMIC"
"1357","SVN","Slovenia",2022,0.6,"Intentional homicides","HOMIC"
"1358","SVN","Slovenia",2023,0.6,"Intentional homicides","HOMIC"
"1359","SVN","Slovenia",2016,38.2,"Motor vehicle theft","VEH_THEFT"
"1360","SVN","Slovenia",2017,24.3,"Motor vehicle theft","VEH_THEFT"
"1361","SVN","Slovenia",2018,25.4,"Motor vehicle theft","VEH_THEFT"
"1362","SVN","Slovenia",2019,22.1,"Motor vehicle theft","VEH_THEFT"
"1363","SVN","Slovenia",2020,25.3,"Motor vehicle theft","VEH_THEFT"
"1364","SVN","Slovenia",2021,15.7,"Motor vehicle theft","VEH_THEFT"
"1365","SVN","Slovenia",2022,14.3,"Motor vehicle theft","VEH_THEFT"
"1366","SVN","Slovenia",2023,18.8,"Motor vehicle theft","VEH_THEFT"
"1367","SVN","Slovenia",2012,0.3,"Intentional homicides","HOMIC"
"1368","SVN","Slovenia",2016,0.3,"Intentional homicides","HOMIC"
"1369","SVN","Slovenia",2020,0.5,"Intentional homicides","HOMIC"
"1370","ESP","Spain",2023,51.6,"Motor vehicle theft","VEH_THEFT"
"1371","ESP","Spain",2010,5.27463284315867,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1372","ESP","Spain",2011,4.84848411895871,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1373","ESP","Spain",2012,4.39845669083909,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1374","ESP","Spain",2013,4.34397817948409,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1375","ESP","Spain",2014,4.26648320238185,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1376","ESP","Spain",2015,4.28139112549254,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1377","ESP","Spain",2016,4.2389781658585,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1378","ESP","Spain",2017,4.3904449596205,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1379","ESP","Spain",2018,4.2414943374731,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1380","ESP","Spain",2019,4.15451674201727,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1381","ESP","Spain",2020,3.46948843561495,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1382","ESP","Spain",2021,3.72903329051129,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1383","ESP","Spain",2022,4.09324529982017,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1384","ESP","Spain",2023,4.03908560892618,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1385","ESP","Spain",2015,0.7,"Intentional homicides","HOMIC"
"1386","ESP","Spain",2023,0.7,"Intentional homicides","HOMIC"
"1387","ESP","Spain",2010,114.1,"Motor vehicle theft","VEH_THEFT"
"1388","ESP","Spain",2011,102,"Motor vehicle theft","VEH_THEFT"
"1389","ESP","Spain",2012,92.3,"Motor vehicle theft","VEH_THEFT"
"1390","ESP","Spain",2013,80.7,"Motor vehicle theft","VEH_THEFT"
"1391","ESP","Spain",2014,70.8,"Motor vehicle theft","VEH_THEFT"
"1392","ESP","Spain",2015,77.7,"Motor vehicle theft","VEH_THEFT"
"1393","ESP","Spain",2016,84,"Motor vehicle theft","VEH_THEFT"
"1394","ESP","Spain",2017,79.6,"Motor vehicle theft","VEH_THEFT"
"1395","ESP","Spain",2018,64.5,"Motor vehicle theft","VEH_THEFT"
"1396","ESP","Spain",2019,61.4,"Motor vehicle theft","VEH_THEFT"
"1397","ESP","Spain",2020,42.1,"Motor vehicle theft","VEH_THEFT"
"1398","ESP","Spain",2021,42.8,"Motor vehicle theft","VEH_THEFT"
"1399","ESP","Spain",2022,50.3,"Motor vehicle theft","VEH_THEFT"
"1400","ESP","Spain",2010,0.9,"Intentional homicides","HOMIC"
"1401","ESP","Spain",2011,0.8,"Intentional homicides","HOMIC"
"1402","ESP","Spain",2012,0.8,"Intentional homicides","HOMIC"
"1403","ESP","Spain",2013,0.6,"Intentional homicides","HOMIC"
"1404","ESP","Spain",2014,0.7,"Intentional homicides","HOMIC"
"1405","ESP","Spain",2016,0.6,"Intentional homicides","HOMIC"
"1406","ESP","Spain",2017,0.7,"Intentional homicides","HOMIC"
"1407","ESP","Spain",2018,0.6,"Intentional homicides","HOMIC"
"1408","ESP","Spain",2019,0.7,"Intentional homicides","HOMIC"
"1409","ESP","Spain",2020,0.6,"Intentional homicides","HOMIC"
"1410","ESP","Spain",2021,0.6,"Intentional homicides","HOMIC"
"1411","ESP","Spain",2022,0.7,"Intentional homicides","HOMIC"
"1412","SWE","Sweden",2011,3.61,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1413","SWE","Sweden",2012,3.38,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1414","SWE","Sweden",2013,3.3,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1415","SWE","Sweden",2014,3.35,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1416","SWE","Sweden",2015,3.19,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1417","SWE","Sweden",2016,3.02,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1418","SWE","Sweden",2017,2.83,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1419","SWE","Sweden",2018,3.74,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1420","SWE","Sweden",2010,3,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1421","SWE","Sweden",2019,3,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1422","SWE","Sweden",2020,2,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1423","SWE","Sweden",2021,2,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1424","SWE","Sweden",2010,360,"Motor vehicle theft","VEH_THEFT"
"1425","SWE","Sweden",2011,350.3,"Motor vehicle theft","VEH_THEFT"
"1426","SWE","Sweden",2012,289.2,"Motor vehicle theft","VEH_THEFT"
"1427","SWE","Sweden",2013,276.2,"Motor vehicle theft","VEH_THEFT"
"1428","SWE","Sweden",2014,275.6,"Motor vehicle theft","VEH_THEFT"
"1429","SWE","Sweden",2015,258.2,"Motor vehicle theft","VEH_THEFT"
"1430","SWE","Sweden",2016,240.3,"Motor vehicle theft","VEH_THEFT"
"1431","SWE","Sweden",2017,227.3,"Motor vehicle theft","VEH_THEFT"
"1432","SWE","Sweden",2018,205.1,"Motor vehicle theft","VEH_THEFT"
"1433","SWE","Sweden",2019,185.9,"Motor vehicle theft","VEH_THEFT"
"1434","SWE","Sweden",2020,196.1,"Motor vehicle theft","VEH_THEFT"
"1435","SWE","Sweden",2021,169.1,"Motor vehicle theft","VEH_THEFT"
"1436","SWE","Sweden",2022,155.6,"Motor vehicle theft","VEH_THEFT"
"1437","SWE","Sweden",2023,145.1,"Motor vehicle theft","VEH_THEFT"
"1438","SWE","Sweden",2010,1,"Intentional homicides","HOMIC"
"1439","SWE","Sweden",2011,0.9,"Intentional homicides","HOMIC"
"1440","SWE","Sweden",2012,0.7,"Intentional homicides","HOMIC"
"1441","SWE","Sweden",2013,0.9,"Intentional homicides","HOMIC"
"1442","SWE","Sweden",2014,0.9,"Intentional homicides","HOMIC"
"1443","SWE","Sweden",2015,1.1,"Intentional homicides","HOMIC"
"1444","SWE","Sweden",2016,1.1,"Intentional homicides","HOMIC"
"1445","SWE","Sweden",2017,1.1,"Intentional homicides","HOMIC"
"1446","SWE","Sweden",2018,1.1,"Intentional homicides","HOMIC"
"1447","SWE","Sweden",2019,1.1,"Intentional homicides","HOMIC"
"1448","SWE","Sweden",2020,1.2,"Intentional homicides","HOMIC"
"1449","SWE","Sweden",2021,1.1,"Intentional homicides","HOMIC"
"1450","CHE","Switzerland",2010,6,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1451","CHE","Switzerland",2011,4.51,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1452","CHE","Switzerland",2012,4.49,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1453","CHE","Switzerland",2013,4.24,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1454","CHE","Switzerland",2014,3.6,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1455","CHE","Switzerland",2015,4.01,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1456","CHE","Switzerland",2016,3.52,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1457","CHE","Switzerland",2017,3.66,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1458","CHE","Switzerland",2018,3.93,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1459","CHE","Switzerland",2023,0.6,"Intentional homicides","HOMIC"
"1460","CHE","Switzerland",2010,96.5,"Motor vehicle theft","VEH_THEFT"
"1461","CHE","Switzerland",2011,94.5,"Motor vehicle theft","VEH_THEFT"
"1462","CHE","Switzerland",2012,95.6,"Motor vehicle theft","VEH_THEFT"
"1463","CHE","Switzerland",2013,77.5,"Motor vehicle theft","VEH_THEFT"
"1464","CHE","Switzerland",2014,80.1,"Motor vehicle theft","VEH_THEFT"
"1465","CHE","Switzerland",2015,75.9,"Motor vehicle theft","VEH_THEFT"
"1466","CHE","Switzerland",2016,71.9,"Motor vehicle theft","VEH_THEFT"
"1467","CHE","Switzerland",2017,78.3,"Motor vehicle theft","VEH_THEFT"
"1468","CHE","Switzerland",2018,89.3,"Motor vehicle theft","VEH_THEFT"
"1469","CHE","Switzerland",2019,101.2,"Motor vehicle theft","VEH_THEFT"
"1470","CHE","Switzerland",2020,111.5,"Motor vehicle theft","VEH_THEFT"
"1471","CHE","Switzerland",2021,144.3,"Motor vehicle theft","VEH_THEFT"
"1472","CHE","Switzerland",2022,213,"Motor vehicle theft","VEH_THEFT"
"1473","CHE","Switzerland",2023,302.5,"Motor vehicle theft","VEH_THEFT"
"1474","CHE","Switzerland",2010,0.7,"Intentional homicides","HOMIC"
"1475","CHE","Switzerland",2011,0.6,"Intentional homicides","HOMIC"
"1476","CHE","Switzerland",2012,0.6,"Intentional homicides","HOMIC"
"1477","CHE","Switzerland",2013,0.7,"Intentional homicides","HOMIC"
"1478","CHE","Switzerland",2014,0.5,"Intentional homicides","HOMIC"
"1479","CHE","Switzerland",2015,0.7,"Intentional homicides","HOMIC"
"1480","CHE","Switzerland",2016,0.5,"Intentional homicides","HOMIC"
"1481","CHE","Switzerland",2017,0.5,"Intentional homicides","HOMIC"
"1482","CHE","Switzerland",2018,0.6,"Intentional homicides","HOMIC"
"1483","CHE","Switzerland",2019,0.5,"Intentional homicides","HOMIC"
"1484","CHE","Switzerland",2020,0.5,"Intentional homicides","HOMIC"
"1485","CHE","Switzerland",2021,0.5,"Intentional homicides","HOMIC"
"1486","CHE","Switzerland",2022,0.5,"Intentional homicides","HOMIC"
"1487","TUR","Türkiye",2010,25.9,"Motor vehicle theft","VEH_THEFT"
"1488","TUR","Türkiye",2011,21.2,"Motor vehicle theft","VEH_THEFT"
"1489","TUR","Türkiye",2012,29.8,"Motor vehicle theft","VEH_THEFT"
"1490","TUR","Türkiye",2013,42.6,"Motor vehicle theft","VEH_THEFT"
"1491","TUR","Türkiye",2014,52.4,"Motor vehicle theft","VEH_THEFT"
"1492","TUR","Türkiye",2015,54,"Motor vehicle theft","VEH_THEFT"
"1493","TUR","Türkiye",2016,66.4,"Motor vehicle theft","VEH_THEFT"
"1494","TUR","Türkiye",2017,64.2,"Motor vehicle theft","VEH_THEFT"
"1495","TUR","Türkiye",2018,44.6,"Motor vehicle theft","VEH_THEFT"
"1496","TUR","Türkiye",2019,34,"Motor vehicle theft","VEH_THEFT"
"1497","TUR","Türkiye",2020,38.5,"Motor vehicle theft","VEH_THEFT"
"1498","TUR","Türkiye",2021,39,"Motor vehicle theft","VEH_THEFT"
"1499","TUR","Türkiye",2022,41.5,"Motor vehicle theft","VEH_THEFT"
"1500","TUR","Türkiye",2011,5.93,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1501","TUR","Türkiye",2012,5.42,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1502","TUR","Türkiye",2013,8.98,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1503","TUR","Türkiye",2014,8.12,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1504","TUR","Türkiye",2015,8.01,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1505","TUR","Türkiye",2016,8.43,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1506","TUR","Türkiye",2017,8.22,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1507","TUR","Türkiye",2010,6,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1508","TUR","Türkiye",2018,7.86416892455961,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1509","TUR","Türkiye",2019,6.61665910193057,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1510","TUR","Türkiye",2020,5.55617653960042,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1511","TUR","Türkiye",2021,5.83738156596614,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1512","TUR","Türkiye",2022,5,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1513","TUR","Türkiye",2023,6.44586908568804,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1514","TUR","Türkiye",2010,2.6,"Intentional homicides","HOMIC"
"1515","TUR","Türkiye",2013,2.5,"Intentional homicides","HOMIC"
"1516","TUR","Türkiye",2014,2.6,"Intentional homicides","HOMIC"
"1517","TUR","Türkiye",2015,2.7,"Intentional homicides","HOMIC"
"1518","TUR","Türkiye",2016,2.9,"Intentional homicides","HOMIC"
"1519","TUR","Türkiye",2017,2.9,"Intentional homicides","HOMIC"
"1520","TUR","Türkiye",2018,2.4,"Intentional homicides","HOMIC"
"1521","TUR","Türkiye",2019,2.2,"Intentional homicides","HOMIC"
"1522","TUR","Türkiye",2020,2.4,"Intentional homicides","HOMIC"
"1523","TUR","Türkiye",2021,2.3,"Intentional homicides","HOMIC"
"1524","TUR","Türkiye",2022,2.5,"Intentional homicides","HOMIC"
"1525","TUR","Türkiye",2023,2.5,"Intentional homicides","HOMIC"
"1526","TUR","Türkiye",2023,40.9,"Motor vehicle theft","VEH_THEFT"
"1527","TUR","Türkiye",2011,2.5,"Intentional homicides","HOMIC"
"1528","TUR","Türkiye",2012,2.6,"Intentional homicides","HOMIC"
"1529","GBR","United Kingdom",2010,19.1,"Motor vehicle theft","VEH_THEFT"
"1530","GBR","United Kingdom",2011,17.6,"Motor vehicle theft","VEH_THEFT"
"1531","GBR","United Kingdom",2012,14.3,"Motor vehicle theft","VEH_THEFT"
"1532","GBR","United Kingdom",2013,11.9,"Motor vehicle theft","VEH_THEFT"
"1533","GBR","United Kingdom",2014,12.2,"Motor vehicle theft","VEH_THEFT"
"1534","GBR","United Kingdom",2015,135,"Motor vehicle theft","VEH_THEFT"
"1535","GBR","United Kingdom",2016,155.8,"Motor vehicle theft","VEH_THEFT"
"1536","GBR","United Kingdom",2017,177.3,"Motor vehicle theft","VEH_THEFT"
"1537","GBR","United Kingdom",2018,186.9,"Motor vehicle theft","VEH_THEFT"
"1538","GBR","United Kingdom",2019,183.7,"Motor vehicle theft","VEH_THEFT"
"1539","GBR","United Kingdom",2020,147.2,"Motor vehicle theft","VEH_THEFT"
"1540","GBR","United Kingdom",2021,175,"Motor vehicle theft","VEH_THEFT"
"1541","GBR","United Kingdom",2022,204.3,"Motor vehicle theft","VEH_THEFT"
"1542","GBR","United Kingdom",2010,4.5,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1543","GBR","United Kingdom",2011,2.99,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1544","GBR","United Kingdom",2012,2.74,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1545","GBR","United Kingdom",2013,2.7,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1546","GBR","United Kingdom",2014,2.75,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1547","GBR","United Kingdom",2015,2.74,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1548","GBR","United Kingdom",2016,2.63,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1549","GBR","United Kingdom",2017,2.44,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1550","GBR","United Kingdom",2018,2.3,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1551","GBR","United Kingdom",2010,1.2,"Intentional homicides","HOMIC"
"1552","GBR","United Kingdom",2011,1.1,"Intentional homicides","HOMIC"
"1553","GBR","United Kingdom",2012,1,"Intentional homicides","HOMIC"
"1554","GBR","United Kingdom",2013,1,"Intentional homicides","HOMIC"
"1555","GBR","United Kingdom",2014,0.9,"Intentional homicides","HOMIC"
"1556","GBR","United Kingdom",2015,1,"Intentional homicides","HOMIC"
"1557","GBR","United Kingdom",2016,1.2,"Intentional homicides","HOMIC"
"1558","GBR","United Kingdom",2017,1.2,"Intentional homicides","HOMIC"
"1559","GBR","United Kingdom",2018,1.1,"Intentional homicides","HOMIC"
"1560","GBR","United Kingdom",2019,1.2,"Intentional homicides","HOMIC"
"1561","GBR","United Kingdom",2020,1,"Intentional homicides","HOMIC"
"1562","GBR","United Kingdom",2021,1.2,"Intentional homicides","HOMIC"
"1563","GBR","United Kingdom",2022,0.1,"Intentional homicides","HOMIC"
"1564","USA","United States",2010,239.1,"Motor vehicle theft","VEH_THEFT"
"1565","USA","United States",2011,230,"Motor vehicle theft","VEH_THEFT"
"1566","USA","United States",2012,230.4,"Motor vehicle theft","VEH_THEFT"
"1567","USA","United States",2013,221.4,"Motor vehicle theft","VEH_THEFT"
"1568","USA","United States",2014,216.6,"Motor vehicle theft","VEH_THEFT"
"1569","USA","United States",2015,217,"Motor vehicle theft","VEH_THEFT"
"1570","USA","United States",2016,237,"Motor vehicle theft","VEH_THEFT"
"1571","USA","United States",2020,244.4,"Motor vehicle theft","VEH_THEFT"
"1572","USA","United States",2021,167,"Motor vehicle theft","VEH_THEFT"
"1573","USA","United States",2022,282.7,"Motor vehicle theft","VEH_THEFT"
"1574","USA","United States",2011,12,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1575","USA","United States",2010,12,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1576","USA","United States",2012,12,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1577","USA","United States",2013,12,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1578","USA","United States",2014,12,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1579","USA","United States",2015,12,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1580","USA","United States",2016,13,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1581","USA","United States",2017,13,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1582","USA","United States",2018,13,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1583","USA","United States",2019,13,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1584","USA","United States",2010,4.8,"Intentional homicides","HOMIC"
"1585","USA","United States",2011,4.7,"Intentional homicides","HOMIC"
"1586","USA","United States",2012,4.7,"Intentional homicides","HOMIC"
"1587","USA","United States",2013,4.5,"Intentional homicides","HOMIC"
"1588","USA","United States",2014,4.4,"Intentional homicides","HOMIC"
"1589","USA","United States",2015,5,"Intentional homicides","HOMIC"
"1590","USA","United States",2016,5.4,"Intentional homicides","HOMIC"
"1591","USA","United States",2017,5.3,"Intentional homicides","HOMIC"
"1592","USA","United States",2018,235.2,"Intentional homicides","HOMIC"
"1593","USA","United States",2019,224.9,"Intentional homicides","HOMIC"
"1594","USA","United States",2020,6.5,"Intentional homicides","HOMIC"
"1595","USA","United States",2021,6.8,"Intentional homicides","HOMIC"
"1596","USA","United States",2022,6.3,"Intentional homicides","HOMIC"
