"","REF_AREA","Reference_area","TIME_PERIOD","OBS_VALUE_EL","Edu_attainment_lvl","ATTAINMENT_LEV"
"1235","LTU","Lithuania",2017,7.1719623,"Below upper secondary education","ISCED11A_0T2"
"1236","LTU","Lithuania",2017,40.273941,"Tertiary education","ISCED11A_5T8"
"1237","LTU","Lithuania",2016,39.732628,"Tertiary education","ISCED11A_5T8"
"1238","LTU","Lithuania",2016,7.4843569,"Below upper secondary education","ISCED11A_0T2"
"1239","LTU","Lithuania",2016,52.783016,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1240","LTU","Lithuania",2015,52.63168,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1241","LTU","Lithuania",2015,8.6442165,"Below upper secondary education","ISCED11A_0T2"
"1242","LTU","Lithuania",2015,38.724106,"Tertiary education","ISCED11A_5T8"
"1243","LTU","Lithuania",2024,47.696216583252,"Tertiary education","ISCED11A_5T8"
"1244","LTU","Lithuania",2024,7.04656314849854,"Below upper secondary education","ISCED11A_0T2"
"1245","LTU","Lithuania",2024,45.2572212219238,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1246","LTU","Lithuania",2019,50.11478,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1247","LTU","Lithuania",2019,6.7358012,"Below upper secondary education","ISCED11A_0T2"
"1248","LTU","Lithuania",2019,43.149418,"Tertiary education","ISCED11A_5T8"
"1249","LTU","Lithuania",2020,44.13818,"Tertiary education","ISCED11A_5T8"
"1250","LTU","Lithuania",2020,6.3598828,"Below upper secondary education","ISCED11A_0T2"
"1251","LTU","Lithuania",2020,49.501938,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1252","LTU","Lithuania",2021,47.923908,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1253","LTU","Lithuania",2021,6.7329736,"Below upper secondary education","ISCED11A_0T2"
"1254","LTU","Lithuania",2021,45.343121,"Tertiary education","ISCED11A_5T8"
"1255","LTU","Lithuania",2023,46.33892059,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1256","LTU","Lithuania",2023,7.287788868,"Below upper secondary education","ISCED11A_0T2"
"1257","LTU","Lithuania",2023,46.37329102,"Tertiary education","ISCED11A_5T8"
"1258","LTU","Lithuania",2022,46.529728,"Tertiary education","ISCED11A_5T8"
"1259","LTU","Lithuania",2022,7.0849438,"Below upper secondary education","ISCED11A_0T2"
"1260","LTU","Lithuania",2022,46.385326,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1261","LUX","Luxembourg",2014,45.935593,"Tertiary education","ISCED11A_5T8"
"1262","LUX","Luxembourg",2014,18.023409,"Below upper secondary education","ISCED11A_0T2"
"1263","LUX","Luxembourg",2014,36.041,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1264","LUX","Luxembourg",2018,43.886856,"Tertiary education","ISCED11A_5T8"
"1265","LUX","Luxembourg",2018,22.764822,"Below upper secondary education","ISCED11A_0T2"
"1266","LUX","Luxembourg",2018,33.34832,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1267","LUX","Luxembourg",2017,36.372005,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1268","LUX","Luxembourg",2017,23.302259,"Below upper secondary education","ISCED11A_0T2"
"1269","LUX","Luxembourg",2017,40.325737,"Tertiary education","ISCED11A_5T8"
"1270","LUX","Luxembourg",2016,42.856003,"Tertiary education","ISCED11A_5T8"
"1271","LUX","Luxembourg",2016,21.180861,"Below upper secondary education","ISCED11A_0T2"
"1272","LUX","Luxembourg",2016,35.963139,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1273","LUX","Luxembourg",2015,34.813503,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1274","LUX","Luxembourg",2015,25.391632,"Below upper secondary education","ISCED11A_0T2"
"1275","LUX","Luxembourg",2015,39.794865,"Tertiary education","ISCED11A_5T8"
"1276","LUX","Luxembourg",2024,54.3538627624512,"Tertiary education","ISCED11A_5T8"
"1277","LUX","Luxembourg",2024,17.6421699523926,"Below upper secondary education","ISCED11A_0T2"
"1278","LUX","Luxembourg",2024,28.0039691925049,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1279","LUX","Luxembourg",2019,23.502417,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1280","LUX","Luxembourg",2019,24.854612,"Below upper secondary education","ISCED11A_0T2"
"1281","LUX","Luxembourg",2019,51.642971,"Tertiary education","ISCED11A_5T8"
"1282","LUX","Luxembourg",2020,51.312302,"Tertiary education","ISCED11A_5T8"
"1283","LUX","Luxembourg",2020,25.849997,"Below upper secondary education","ISCED11A_0T2"
"1284","LUX","Luxembourg",2020,22.837704,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1285","LUX","Luxembourg",2021,29.996883,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1286","LUX","Luxembourg",2021,19.698715,"Below upper secondary education","ISCED11A_0T2"
"1287","LUX","Luxembourg",2021,50.304401,"Tertiary education","ISCED11A_5T8"
"1288","LUX","Luxembourg",2023,29.52433777,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1289","LUX","Luxembourg",2023,19.15197182,"Below upper secondary education","ISCED11A_0T2"
"1290","LUX","Luxembourg",2023,51.32369232,"Tertiary education","ISCED11A_5T8"
"1291","LUX","Luxembourg",2022,51.488628,"Tertiary education","ISCED11A_5T8"
"1292","LUX","Luxembourg",2022,18.962828,"Below upper secondary education","ISCED11A_0T2"
"1293","LUX","Luxembourg",2022,29.548542,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1294","MEX","Mexico",2005,12.723972,"Tertiary education","ISCED11A_5T8"
"1295","MEX","Mexico",2005,15.431935,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1296","MEX","Mexico",2006,15.764752,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1297","MEX","Mexico",2006,13.26213,"Tertiary education","ISCED11A_5T8"
"1298","MEX","Mexico",2007,13.55181,"Tertiary education","ISCED11A_5T8"
"1299","MEX","Mexico",2007,16.026201,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1300","MEX","Mexico",2008,16.235542,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1301","MEX","Mexico",2008,13.672557,"Tertiary education","ISCED11A_5T8"
"1302","MEX","Mexico",2009,14.308427,"Tertiary education","ISCED11A_5T8"
"1303","MEX","Mexico",2009,16.982433,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1304","MEX","Mexico",2010,17.431528,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1305","MEX","Mexico",2010,14.654601,"Tertiary education","ISCED11A_5T8"
"1306","MEX","Mexico",2011,15.012249,"Tertiary education","ISCED11A_5T8"
"1307","MEX","Mexico",2011,18.127449,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1308","MEX","Mexico",2012,18.276108,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1309","MEX","Mexico",2012,15.709545,"Tertiary education","ISCED11A_5T8"
"1310","MEX","Mexico",2005,71.844093,"Below upper secondary education","ISCED11A_0T2"
"1311","MEX","Mexico",2006,70.973122,"Below upper secondary education","ISCED11A_0T2"
"1312","MEX","Mexico",2007,70.421989,"Below upper secondary education","ISCED11A_0T2"
"1313","MEX","Mexico",2008,70.091904,"Below upper secondary education","ISCED11A_0T2"
"1314","MEX","Mexico",2009,68.709137,"Below upper secondary education","ISCED11A_0T2"
"1315","MEX","Mexico",2010,67.913872,"Below upper secondary education","ISCED11A_0T2"
"1316","MEX","Mexico",2011,66.860298,"Below upper secondary education","ISCED11A_0T2"
"1317","MEX","Mexico",2012,66.014343,"Below upper secondary education","ISCED11A_0T2"
"1318","MEX","Mexico",2013,16.20183,"Tertiary education","ISCED11A_5T8"
"1319","MEX","Mexico",2013,65.209229,"Below upper secondary education","ISCED11A_0T2"
"1320","MEX","Mexico",2013,18.58894,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1321","MEX","Mexico",2014,19.09651,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1322","MEX","Mexico",2014,64.907104,"Below upper secondary education","ISCED11A_0T2"
"1323","MEX","Mexico",2014,15.996383,"Tertiary education","ISCED11A_5T8"
"1324","MEX","Mexico",2018,21.166498,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1325","MEX","Mexico",2018,60.853703,"Below upper secondary education","ISCED11A_0T2"
"1326","MEX","Mexico",2018,17.979799,"Tertiary education","ISCED11A_5T8"
"1327","MEX","Mexico",2017,17.418995,"Tertiary education","ISCED11A_5T8"
"1328","MEX","Mexico",2017,62.338387,"Below upper secondary education","ISCED11A_0T2"
"1329","MEX","Mexico",2017,20.242617,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1330","MEX","Mexico",2016,19.816181,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1331","MEX","Mexico",2016,63.365211,"Below upper secondary education","ISCED11A_0T2"
"1332","MEX","Mexico",2016,16.818605,"Tertiary education","ISCED11A_5T8"
"1333","MEX","Mexico",2015,16.278801,"Tertiary education","ISCED11A_5T8"
"1334","MEX","Mexico",2015,64.336807,"Below upper secondary education","ISCED11A_0T2"
"1335","MEX","Mexico",2015,19.38439,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1336","MEX","Mexico",2024,23.6883659362793,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1337","MEX","Mexico",2024,54.4373245239258,"Below upper secondary education","ISCED11A_0T2"
"1338","MEX","Mexico",2024,21.8743095397949,"Tertiary education","ISCED11A_5T8"
"1339","MEX","Mexico",2019,18.2542171478271,"Tertiary education","ISCED11A_5T8"
"1340","MEX","Mexico",2019,60.2595863342285,"Below upper secondary education","ISCED11A_0T2"
"1341","MEX","Mexico",2019,21.486198425293,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1342","MEX","Mexico",2020,22.163275,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1343","MEX","Mexico",2020,58.403774,"Below upper secondary education","ISCED11A_0T2"
"1344","MEX","Mexico",2020,19.432951,"Tertiary education","ISCED11A_5T8"
"1345","MEX","Mexico",2021,20.45546,"Tertiary education","ISCED11A_5T8"
"1346","MEX","Mexico",2021,57.190308,"Below upper secondary education","ISCED11A_0T2"
"1347","MEX","Mexico",2021,22.354233,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1348","MEX","Mexico",2023,20.96267128,"Tertiary education","ISCED11A_5T8"
"1349","MEX","Mexico",2023,55.55503845,"Below upper secondary education","ISCED11A_0T2"
"1350","MEX","Mexico",2023,23.48228836,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1351","MEX","Mexico",2022,23.147909,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1352","MEX","Mexico",2022,56.215908,"Below upper secondary education","ISCED11A_0T2"
"1353","MEX","Mexico",2022,20.636181,"Tertiary education","ISCED11A_5T8"
"1354","NLD","Netherlands",2014,35.290047,"Tertiary education","ISCED11A_5T8"
"1355","NLD","Netherlands",2014,23.260509,"Below upper secondary education","ISCED11A_0T2"
"1356","NLD","Netherlands",2014,41.449444,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1357","NLD","Netherlands",2018,39.796738,"Tertiary education","ISCED11A_5T8"
"1358","NLD","Netherlands",2018,20.370266,"Below upper secondary education","ISCED11A_0T2"
"1359","NLD","Netherlands",2018,39.832996,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1360","NLD","Netherlands",2017,40.802116,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1361","NLD","Netherlands",2017,20.901388,"Below upper secondary education","ISCED11A_0T2"
"1362","NLD","Netherlands",2017,38.296494,"Tertiary education","ISCED11A_5T8"
"1363","NLD","Netherlands",2016,37.127563,"Tertiary education","ISCED11A_5T8"
"1364","NLD","Netherlands",2016,21.969248,"Below upper secondary education","ISCED11A_0T2"
"1365","NLD","Netherlands",2016,40.903191,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1366","NLD","Netherlands",2015,40.99651,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1367","NLD","Netherlands",2015,22.561897,"Below upper secondary education","ISCED11A_0T2"
"1368","NLD","Netherlands",2015,36.441593,"Tertiary education","ISCED11A_5T8"
"1369","NLD","Netherlands",2024,45.0982780456543,"Tertiary education","ISCED11A_5T8"
"1370","NLD","Netherlands",2024,18.3273239135742,"Below upper secondary education","ISCED11A_0T2"
"1371","NLD","Netherlands",2024,36.5743980407715,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1372","NLD","Netherlands",2019,39.336113,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1373","NLD","Netherlands",2019,19.849958,"Below upper secondary education","ISCED11A_0T2"
"1374","NLD","Netherlands",2019,40.813927,"Tertiary education","ISCED11A_5T8"
"1375","NLD","Netherlands",2020,42.05917,"Tertiary education","ISCED11A_5T8"
"1376","NLD","Netherlands",2020,19.100592,"Below upper secondary education","ISCED11A_0T2"
"1377","NLD","Netherlands",2020,38.840237,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1378","NLD","Netherlands",2021,37.502918,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1379","NLD","Netherlands",2021,19.437679,"Below upper secondary education","ISCED11A_0T2"
"1380","NLD","Netherlands",2021,43.059402,"Tertiary education","ISCED11A_5T8"
"1381","NLD","Netherlands",2023,36.43780899,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1382","NLD","Netherlands",2023,19.31277084,"Below upper secondary education","ISCED11A_0T2"
"1383","NLD","Netherlands",2023,44.24942017,"Tertiary education","ISCED11A_5T8"
"1384","NLD","Netherlands",2022,44.659809,"Tertiary education","ISCED11A_5T8"
"1385","NLD","Netherlands",2022,18.759853,"Below upper secondary education","ISCED11A_0T2"
"1386","NLD","Netherlands",2022,36.580338,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1387","NZL","New Zealand",1998,38.636364,"Below upper secondary education","ISCED11A_0T2"
"1388","NZL","New Zealand",1999,38.037067,"Below upper secondary education","ISCED11A_0T2"
"1389","NZL","New Zealand",2000,36.803673,"Below upper secondary education","ISCED11A_0T2"
"1390","NZL","New Zealand",2001,35.522774,"Below upper secondary education","ISCED11A_0T2"
"1391","NZL","New Zealand",2002,34.41552,"Below upper secondary education","ISCED11A_0T2"
"1392","NZL","New Zealand",2003,33.131687,"Below upper secondary education","ISCED11A_0T2"
"1393","NZL","New Zealand",2004,32.920467,"Below upper secondary education","ISCED11A_0T2"
"1394","NZL","New Zealand",2005,31.6005,"Below upper secondary education","ISCED11A_0T2"
"1395","NZL","New Zealand",2006,31.062853,"Below upper secondary education","ISCED11A_0T2"
"1396","NZL","New Zealand",2007,28.924793,"Below upper secondary education","ISCED11A_0T2"
"1397","NZL","New Zealand",2008,27.94714,"Below upper secondary education","ISCED11A_0T2"
"1398","NZL","New Zealand",2009,27.84214,"Below upper secondary education","ISCED11A_0T2"
"1399","NZL","New Zealand",2010,26.960302,"Below upper secondary education","ISCED11A_0T2"
"1400","NZL","New Zealand",2011,25.886049,"Below upper secondary education","ISCED11A_0T2"
"1401","NZL","New Zealand",2012,25.939383,"Below upper secondary education","ISCED11A_0T2"
"1402","NZL","New Zealand",2013,28.640007,"Below upper secondary education","ISCED11A_0T2"
"1403","NZL","New Zealand",2014,38.446278,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1404","NZL","New Zealand",2014,25.924784,"Below upper secondary education","ISCED11A_0T2"
"1405","NZL","New Zealand",2014,35.628941,"Tertiary education","ISCED11A_5T8"
"1406","NZL","New Zealand",2018,41.164528,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1407","NZL","New Zealand",2018,19.542797,"Below upper secondary education","ISCED11A_0T2"
"1408","NZL","New Zealand",2018,39.292675,"Tertiary education","ISCED11A_5T8"
"1409","NZL","New Zealand",2017,37.730431,"Tertiary education","ISCED11A_5T8"
"1410","NZL","New Zealand",2017,21.118555,"Below upper secondary education","ISCED11A_0T2"
"1411","NZL","New Zealand",2017,41.151012,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1412","NZL","New Zealand",2016,40.301437,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1413","NZL","New Zealand",2016,23.423424,"Below upper secondary education","ISCED11A_0T2"
"1414","NZL","New Zealand",2016,36.275139,"Tertiary education","ISCED11A_5T8"
"1415","NZL","New Zealand",2015,34.040531,"Tertiary education","ISCED11A_5T8"
"1416","NZL","New Zealand",2015,25.277622,"Below upper secondary education","ISCED11A_0T2"
"1417","NZL","New Zealand",2015,40.681847,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1418","NZL","New Zealand",2024,39.1800193786621,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1419","NZL","New Zealand",2024,16.8579711914062,"Below upper secondary education","ISCED11A_0T2"
"1420","NZL","New Zealand",2024,43.9620094299316,"Tertiary education","ISCED11A_5T8"
"1421","NZL","New Zealand",2019,39.065784,"Tertiary education","ISCED11A_5T8"
"1422","NZL","New Zealand",2019,19.30257,"Below upper secondary education","ISCED11A_0T2"
"1423","NZL","New Zealand",2019,41.631645,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1424","NZL","New Zealand",2020,40.81171,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1425","NZL","New Zealand",2020,19.066416,"Below upper secondary education","ISCED11A_0T2"
"1426","NZL","New Zealand",2020,40.121872,"Tertiary education","ISCED11A_5T8"
"1427","NZL","New Zealand",2021,40.490189,"Tertiary education","ISCED11A_5T8"
"1428","NZL","New Zealand",2021,19.431931,"Below upper secondary education","ISCED11A_0T2"
"1429","NZL","New Zealand",2021,40.077881,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1430","NZL","New Zealand",2023,41.5777702331543,"Tertiary education","ISCED11A_5T8"
"1431","NZL","New Zealand",2023,17.2845954895019,"Below upper secondary education","ISCED11A_0T2"
"1432","NZL","New Zealand",2023,41.1376342773438,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1433","NZL","New Zealand",2022,41.116131,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1434","NZL","New Zealand",2022,19.042334,"Below upper secondary education","ISCED11A_0T2"
"1435","NZL","New Zealand",2022,39.841537,"Tertiary education","ISCED11A_5T8"
"1436","OECD","OECD",2023,40.9317211460423,"Tertiary education","ISCED11A_5T8"
"1437","OECD","OECD",2023,40.2544696595934,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1438","OECD","OECD",2023,19.2319893042247,"Below upper secondary education","ISCED11A_0T2"
"1439","OECD","OECD",1998,42.430559,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1440","OECD","OECD",1999,42.840644,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1441","OECD","OECD",2000,42.842438,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1442","OECD","OECD",2001,42.16997,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1443","OECD","OECD",2002,43.232013,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1444","OECD","OECD",2003,43.148783,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1445","OECD","OECD",2004,43.710363,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1446","OECD","OECD",2005,44.173901,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1447","OECD","OECD",2006,44.659087,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1448","OECD","OECD",2007,44.236632,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1449","OECD","OECD",2008,44.145846,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1450","OECD","OECD",2009,43.949164,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1451","OECD","OECD",2010,43.509516,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1452","OECD","OECD",1998,20.133449,"Tertiary education","ISCED11A_5T8"
"1453","OECD","OECD",1999,20.50001,"Tertiary education","ISCED11A_5T8"
"1454","OECD","OECD",2000,22.081926,"Tertiary education","ISCED11A_5T8"
"1455","OECD","OECD",2001,22.120269,"Tertiary education","ISCED11A_5T8"
"1456","OECD","OECD",2002,23.298293,"Tertiary education","ISCED11A_5T8"
"1457","OECD","OECD",2003,24.677926,"Tertiary education","ISCED11A_5T8"
"1458","OECD","OECD",2004,25.084334,"Tertiary education","ISCED11A_5T8"
"1459","OECD","OECD",2005,26.318972,"Tertiary education","ISCED11A_5T8"
"1460","OECD","OECD",2006,26.525527,"Tertiary education","ISCED11A_5T8"
"1461","OECD","OECD",2007,27.638786,"Tertiary education","ISCED11A_5T8"
"1462","OECD","OECD",2008,28.580724,"Tertiary education","ISCED11A_5T8"
"1463","OECD","OECD",2009,29.333305,"Tertiary education","ISCED11A_5T8"
"1464","OECD","OECD",2010,29.872179,"Tertiary education","ISCED11A_5T8"
"1465","OECD","OECD",1998,37.903775,"Below upper secondary education","ISCED11A_0T2"
"1466","OECD","OECD",1999,37.189544,"Below upper secondary education","ISCED11A_0T2"
"1467","OECD","OECD",2000,35.503431,"Below upper secondary education","ISCED11A_0T2"
"1468","OECD","OECD",2001,36.147895,"Below upper secondary education","ISCED11A_0T2"
"1469","OECD","OECD",2002,33.960143,"Below upper secondary education","ISCED11A_0T2"
"1470","OECD","OECD",2003,32.615308,"Below upper secondary education","ISCED11A_0T2"
"1471","OECD","OECD",2004,31.699633,"Below upper secondary education","ISCED11A_0T2"
"1472","OECD","OECD",2005,29.956083,"Below upper secondary education","ISCED11A_0T2"
"1473","OECD","OECD",2006,29.291452,"Below upper secondary education","ISCED11A_0T2"
"1474","OECD","OECD",2007,28.529906,"Below upper secondary education","ISCED11A_0T2"
"1475","OECD","OECD",2008,27.700151,"Below upper secondary education","ISCED11A_0T2"
"1476","OECD","OECD",2009,27.149623,"Below upper secondary education","ISCED11A_0T2"
"1477","OECD","OECD",2010,27.042744,"Below upper secondary education","ISCED11A_0T2"
"1478","OECD","OECD",2024,18.5687883881962,"Below upper secondary education","ISCED11A_0T2"
"1479","OECD","OECD",2024,40.0479735206155,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1480","OECD","OECD",2024,41.2191217694964,"Tertiary education","ISCED11A_5T8"
"1481","OECD","OECD",2020,19.8236063860769,"Below upper secondary education","ISCED11A_0T2"
"1482","OECD","OECD",2020,41.3920536262851,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1483","OECD","OECD",2020,39.1963124353687,"Tertiary education","ISCED11A_5T8"
"1484","OECD","OECD",2021,39.9325300974253,"Tertiary education","ISCED11A_5T8"
"1485","OECD","OECD",2021,40.5208993243544,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1486","OECD","OECD",2021,19.9805433210412,"Below upper secondary education","ISCED11A_0T2"
"1487","OECD","OECD",2022,19.7133829236176,"Below upper secondary education","ISCED11A_0T2"
"1488","OECD","OECD",2022,40.3122640639286,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1489","OECD","OECD",2022,40.3993731793791,"Tertiary education","ISCED11A_5T8"
"1490","POL","Poland",2014,63.521564,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1491","POL","Poland",2014,26.995474,"Tertiary education","ISCED11A_5T8"
"1492","POL","Poland",2014,9.4829636,"Below upper secondary education","ISCED11A_0T2"
"1493","POL","Poland",2018,61.52821,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1494","POL","Poland",2018,30.919592,"Tertiary education","ISCED11A_5T8"
"1495","POL","Poland",2018,7.5521989,"Below upper secondary education","ISCED11A_0T2"
"1496","POL","Poland",2017,7.8886991,"Below upper secondary education","ISCED11A_0T2"
"1497","POL","Poland",2017,29.919453,"Tertiary education","ISCED11A_5T8"
"1498","POL","Poland",2017,62.191849,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1499","POL","Poland",2016,62.609581,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1500","POL","Poland",2016,28.711193,"Tertiary education","ISCED11A_5T8"
"1501","POL","Poland",2016,8.6792269,"Below upper secondary education","ISCED11A_0T2"
"1502","POL","Poland",2015,9.2220259,"Below upper secondary education","ISCED11A_0T2"
"1503","POL","Poland",2015,27.747267,"Tertiary education","ISCED11A_5T8"
"1504","POL","Poland",2015,63.030708,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1505","POL","Poland",2024,55.3555107116699,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1506","POL","Poland",2024,39.4531860351562,"Tertiary education","ISCED11A_5T8"
"1507","POL","Poland",2024,5.19130277633667,"Below upper secondary education","ISCED11A_0T2"
"1508","POL","Poland",2019,7.3676858,"Below upper secondary education","ISCED11A_0T2"
"1509","POL","Poland",2019,32.014767,"Tertiary education","ISCED11A_5T8"
"1510","POL","Poland",2019,60.61755,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1511","POL","Poland",2020,60.369686,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1512","POL","Poland",2020,32.875156,"Tertiary education","ISCED11A_5T8"
"1513","POL","Poland",2020,6.7551556,"Below upper secondary education","ISCED11A_0T2"
"1514","POL","Poland",2021,6.72714853286743,"Below upper secondary education","ISCED11A_0T2"
"1515","POL","Poland",2021,33.6683578491211,"Tertiary education","ISCED11A_5T8"
"1516","POL","Poland",2021,59.6044960021973,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1517","POL","Poland",2023,5.668243408,"Below upper secondary education","ISCED11A_0T2"
"1518","POL","Poland",2023,37.93938065,"Tertiary education","ISCED11A_5T8"
"1519","POL","Poland",2023,56.39237595,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1520","POL","Poland",2022,59.553993,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1521","POL","Poland",2022,33.915615,"Tertiary education","ISCED11A_5T8"
"1522","POL","Poland",2022,6.5303903,"Below upper secondary education","ISCED11A_0T2"
"1523","PRT","Portugal",1998,9.5464764,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1524","PRT","Portugal",1999,10.158633,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1525","PRT","Portugal",2000,10.531308,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1526","PRT","Portugal",2001,11.002051,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1527","PRT","Portugal",2002,11.274323,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1528","PRT","Portugal",2003,11.862341,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1529","PRT","Portugal",2004,12.639626,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1530","PRT","Portugal",2005,13.606074,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1531","PRT","Portugal",2006,14.129419,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
