"","REF_AREA","Reference_area","TIME_PERIOD","OBS_VALUE_PHS","Health_status","HEALTH_STATUS"
"1699","GBR","United Kingdom",2007,6.2,"Bad/very bad health","B"
"1700","GBR","United Kingdom",2008,5.2,"Bad/very bad health","B"
"1701","GBR","United Kingdom",2009,5.9,"Bad/very bad health","B"
"1702","GBR","United Kingdom",2010,5.8,"Bad/very bad health","B"
"1703","GBR","United Kingdom",2011,5.7,"Bad/very bad health","B"
"1704","GBR","United Kingdom",2012,8.2,"Bad/very bad health","B"
"1705","GBR","United Kingdom",2013,8.4,"Bad/very bad health","B"
"1706","GBR","United Kingdom",2014,9.1,"Bad/very bad health","B"
"1707","GBR","United Kingdom",2015,8.7,"Bad/very bad health","B"
"1708","GBR","United Kingdom",2016,8.9,"Bad/very bad health","B"
"1709","GBR","United Kingdom",2017,7.1,"Bad/very bad health","B"
"1710","GBR","United Kingdom",2018,7.5,"Bad/very bad health","B"
"1711","GBR","United Kingdom",2021,7.3,"Bad/very bad health","B"
"1712","GBR","United Kingdom",2022,8,"Bad/very bad health","B"
"1713","GBR","United Kingdom",2023,8.3,"Bad/very bad health","B"
"1714","GBR","United Kingdom",2019,7.4,"Bad/very bad health","B"
"1715","GBR","United Kingdom",2019,19.7,"Fair (not good, not bad) health","F"
"1716","GBR","United Kingdom",2020,16.3,"Fair (not good, not bad) health","F"
"1717","GBR","United Kingdom",2020,6.6,"Bad/very bad health","B"
"1718","GBR","United Kingdom",2019,72.9,"Good/very good health","G"
"1719","GBR","United Kingdom",2020,77.1,"Good/very good health","G"
"1720","USA","United States",2007,87.5,"Good/very good health","G"
"1721","USA","United States",2008,87.5,"Good/very good health","G"
"1722","USA","United States",2009,87.5,"Good/very good health","G"
"1723","USA","United States",2010,87.3,"Good/very good health","G"
"1724","USA","United States",2011,86.9,"Good/very good health","G"
"1725","USA","United States",2012,87.2,"Good/very good health","G"
"1726","USA","United States",2013,87.1,"Good/very good health","G"
"1727","USA","United States",2014,87.7,"Good/very good health","G"
"1728","USA","United States",2015,87.4,"Good/very good health","G"
"1729","USA","United States",2016,87.6,"Good/very good health","G"
"1730","USA","United States",2017,87.5,"Good/very good health","G"
"1731","USA","United States",2018,87.5,"Good/very good health","G"
"1732","USA","United States",2020,86.2,"Good/very good health","G"
"1733","USA","United States",2021,86.4,"Good/very good health","G"
"1734","USA","United States",2022,85.5,"Good/very good health","G"
"1735","USA","United States",2023,84.9,"Good/very good health","G"
"1736","USA","United States",2007,3.2,"Bad/very bad health","B"
"1737","USA","United States",2008,3.2,"Bad/very bad health","B"
"1738","USA","United States",2009,3.1,"Bad/very bad health","B"
"1739","USA","United States",2010,3.1,"Bad/very bad health","B"
"1740","USA","United States",2011,3.1,"Bad/very bad health","B"
"1741","USA","United States",2012,3.1,"Bad/very bad health","B"
"1742","USA","United States",2013,3,"Bad/very bad health","B"
"1743","USA","United States",2014,2.9,"Bad/very bad health","B"
"1744","USA","United States",2015,2.9,"Bad/very bad health","B"
"1745","USA","United States",2016,2.8,"Bad/very bad health","B"
"1746","USA","United States",2017,2.8,"Bad/very bad health","B"
"1747","USA","United States",2018,2.8,"Bad/very bad health","B"
"1748","USA","United States",2020,3,"Bad/very bad health","B"
"1749","USA","United States",2021,3.1,"Bad/very bad health","B"
"1750","USA","United States",2022,3.3,"Bad/very bad health","B"
"1751","USA","United States",2023,3.4,"Bad/very bad health","B"
"1752","USA","United States",2007,9.3,"Fair (not good, not bad) health","F"
"1753","USA","United States",2008,9.3,"Fair (not good, not bad) health","F"
"1754","USA","United States",2009,9.4,"Fair (not good, not bad) health","F"
"1755","USA","United States",2010,9.6,"Fair (not good, not bad) health","F"
"1756","USA","United States",2011,10,"Fair (not good, not bad) health","F"
"1757","USA","United States",2012,9.8,"Fair (not good, not bad) health","F"
"1758","USA","United States",2013,9.8,"Fair (not good, not bad) health","F"
"1759","USA","United States",2014,9.4,"Fair (not good, not bad) health","F"
"1760","USA","United States",2015,9.7,"Fair (not good, not bad) health","F"
"1761","USA","United States",2016,9.6,"Fair (not good, not bad) health","F"
"1762","USA","United States",2017,9.7,"Fair (not good, not bad) health","F"
"1763","USA","United States",2018,9.6,"Fair (not good, not bad) health","F"
"1764","USA","United States",2020,10.8,"Fair (not good, not bad) health","F"
"1765","USA","United States",2021,10.5,"Fair (not good, not bad) health","F"
"1766","USA","United States",2022,11.2,"Fair (not good, not bad) health","F"
"1767","USA","United States",2023,11.8,"Fair (not good, not bad) health","F"
"1768","USA","United States",2019,84.7,"Good/very good health","G"
"1769","USA","United States",2019,3.7,"Bad/very bad health","B"
"1770","USA","United States",2019,11.6,"Fair (not good, not bad) health","F"
